image_name,label,tvt,image_link,x_pos,y_pos
train_TCGA-44-3396-11A-01-TS1.78c02051-623c-47c8-8187-ce3a28abd715_15_6.jpeg,Solid_Tissue_Normal,train,/content/gdrive/MyDrive/Colab Notebooks/DeepPATH/preproc_images5_1/TCGA-44-3396-11A-01-TS1.78c02051-623c-47c8-8187-ce3a28abd715_files/5.0/15_6.jpeg,15,6
valid_TCGA-39-5035-11A-01-TS1.a9f60732-5e72-4805-91a4-afba865c5196_9_5.jpeg,Solid_Tissue_Normal,valid,/content/gdrive/MyDrive/Colab Notebooks/DeepPATH/preproc_images5_1/TCGA-39-5035-11A-01-TS1.a9f60732-5e72-4805-91a4-afba865c5196_files/5.0/9_5.jpeg,9,5
test_TCGA-66-2755-11A-01-TS1.ead0333e-f9a6-4e21-82c6-9f464342b161_15_7.jpeg,Solid_Tissue_Normal,test,/content/gdrive/MyDrive/Colab Notebooks/DeepPATH/preproc_images5_1/TCGA-66-2755-11A-01-TS1.ead0333e-f9a6-4e21-82c6-9f464342b161_files/5.0/15_7.jpeg,15,7
train_TCGA-49-4505-11A-01-BS1.e019788b-29ba-4469-bda7-c39824386c12_11_8.jpeg,Solid_Tissue_Normal,train,/content/gdrive/MyDrive/Colab Notebooks/DeepPATH/preproc_images5_1/TCGA-49-4505-11A-01-BS1.e019788b-29ba-4469-bda7-c39824386c12_files/5.0/11_8.jpeg,11,8
train_TCGA-98-8020-11A-01-TS1.af517c4a-ec06-48ae-9c1a-79393f6a7584_3_6.jpeg,Solid_Tissue_Normal,train,/content/gdrive/MyDrive/Colab Notebooks/DeepPATH/preproc_images5_1/TCGA-98-8020-11A-01-TS1.af517c4a-ec06-48ae-9c1a-79393f6a7584_files/5.0/3_6.jpeg,3,6
train_TCGA-73-4666-11A-01-BS1.aef47920-7611-4f71-8942-3fbc0c7aeb03_13_10.jpeg,Solid_Tissue_Normal,train,/content/gdrive/MyDrive/Colab Notebooks/DeepPATH/preproc_images5_1/TCGA-73-4666-11A-01-BS1.aef47920-7611-4f71-8942-3fbc0c7aeb03_files/5.0/13_10.jpeg,13,10
test_TCGA-73-4676-11A-01-TS1.aec6cac5-42a4-46dd-99be-0bbcb6ba1fd8_11_6.jpeg,Solid_Tissue_Normal,test,/content/gdrive/MyDrive/Colab Notebooks/DeepPATH/preproc_images5_1/TCGA-73-4676-11A-01-TS1.aec6cac5-42a4-46dd-99be-0bbcb6ba1fd8_files/5.0/11_6.jpeg,11,6
train_TCGA-77-7338-11A-01-TS1.653a48d6-f999-4a15-a4e9-b816a3e83bdb_7_2.jpeg,Solid_Tissue_Normal,train,/content/gdrive/MyDrive/Colab Notebooks/DeepPATH/preproc_images5_1/TCGA-77-7338-11A-01-TS1.653a48d6-f999-4a15-a4e9-b816a3e83bdb_files/5.0/7_2.jpeg,7,2
train_TCGA-44-3396-11A-01-TS1.78c02051-623c-47c8-8187-ce3a28abd715_2_6.jpeg,Solid_Tissue_Normal,train,/content/gdrive/MyDrive/Colab Notebooks/DeepPATH/preproc_images5_1/TCGA-44-3396-11A-01-TS1.78c02051-623c-47c8-8187-ce3a28abd715_files/5.0/2_6.jpeg,2,6
train_TCGA-22-5477-11A-01-TS1.f67bf6f7-29a4-45ea-b663-a03ebc86391a_6_13.jpeg,Solid_Tissue_Normal,train,/content/gdrive/MyDrive/Colab Notebooks/DeepPATH/preproc_images5_1/TCGA-22-5477-11A-01-TS1.f67bf6f7-29a4-45ea-b663-a03ebc86391a_files/5.0/6_13.jpeg,6,13
test_TCGA-73-4658-11A-01-BS1.be9f1c69-b3bf-4562-80b7-f01e1e155219_2_2.jpeg,Solid_Tissue_Normal,test,/content/gdrive/MyDrive/Colab Notebooks/DeepPATH/preproc_images5_1/TCGA-73-4658-11A-01-BS1.be9f1c69-b3bf-4562-80b7-f01e1e155219_files/5.0/2_2.jpeg,2,2
train_TCGA-66-2787-11A-01-TS1.c93b152b-6694-4277-a5e8-6c41584935a8_4_6.jpeg,Solid_Tissue_Normal,train,/content/gdrive/MyDrive/Colab Notebooks/DeepPATH/preproc_images5_1/TCGA-66-2787-11A-01-TS1.c93b152b-6694-4277-a5e8-6c41584935a8_files/5.0/4_6.jpeg,4,6
test_TCGA-73-4658-11A-01-BS1.be9f1c69-b3bf-4562-80b7-f01e1e155219_8_5.jpeg,Solid_Tissue_Normal,test,/content/gdrive/MyDrive/Colab Notebooks/DeepPATH/preproc_images5_1/TCGA-73-4658-11A-01-BS1.be9f1c69-b3bf-4562-80b7-f01e1e155219_files/5.0/8_5.jpeg,8,5
valid_TCGA-39-5035-11A-01-TS1.a9f60732-5e72-4805-91a4-afba865c5196_19_19.jpeg,Solid_Tissue_Normal,valid,/content/gdrive/MyDrive/Colab Notebooks/DeepPATH/preproc_images5_1/TCGA-39-5035-11A-01-TS1.a9f60732-5e72-4805-91a4-afba865c5196_files/5.0/19_19.jpeg,19,19
test_TCGA-73-4658-11A-01-BS1.be9f1c69-b3bf-4562-80b7-f01e1e155219_12_8.jpeg,Solid_Tissue_Normal,test,/content/gdrive/MyDrive/Colab Notebooks/DeepPATH/preproc_images5_1/TCGA-73-4658-11A-01-BS1.be9f1c69-b3bf-4562-80b7-f01e1e155219_files/5.0/12_8.jpeg,12,8
